DIVISION,YEAR,VARIABLE_ANTECEDENTE,VARIABLE_CONSECUENTE,SUPPORT,CONFIDENCE,LIFT,CONVICTION,ANTECEDENTE_VALOR,CONSECUENTE_VALOR
mujeres,2013,AGR_GRUPET,AGR_ES_INDIGENA,0.3485,1.0,2.7867,641157623.8248,maya,si
mujeres,2013,AGR_ES_INDIGENA,AGR_GRUPET,0.3485,0.9713,2.7867,22.7078,si,maya
mujeres,2013,VIC_TRABAJA,AGR_NACIONAL,0.6762,0.9962,1.0022,1.5793,no,guatemalteca
mujeres,2013,CANTIDAD_HIJOS,AGR_NACIONAL,0.3165,0.9958,1.0018,1.4363,muchos hijos,guatemalteca
mujeres,2013,VIC_ES_INDIGENA,AGR_NACIONAL,0.3526,0.9986,1.0042,4.0012,si,guatemalteca
mujeres,2013,AGR_ES_INDIGENA,AGR_NACIONAL,0.361,0.9995,1.0051,11.917,si,guatemalteca
mujeres,2013,AGR_TRABAJA,AGR_SEXO,0.8718,0.9866,1.0321,3.2857,si,hombres
mujeres,2013,AGR_SEXO,AGR_TRABAJA,0.8718,0.9121,1.0321,1.3227,hombres,si
mujeres,2013,VIC_REL_AGR,AGR_SEXO,0.3316,1.0,1.0462,44149203.3055,conviviente,hombres
mujeres,2013,VIC_REL_AGR,AGR_SEXO,0.3657,1.0,1.0462,44149203.3055,esposos(as),hombres
mujeres,2013,CANTIDAD_HIJOS,AGR_SEXO,0.371,0.9663,1.011,1.3117,hijos medios,hombres
mujeres,2013,OTROS_AGRESORES,AGR_SEXO,0.8165,0.955,1.014,1.294,no,hombres
mujeres,2013,VIOLENCIA_FISICA,AGR_SEXO,0.6136,0.966,1.0106,1.2986,presente,hombres
mujeres,2013,VIC_ES_INDIGENA,AGR_SEXO,0.337,0.9639,1.0083,1.2193,si,hombres
mujeres,2013,AGR_ES_INDIGENA,AGR_SEXO,0.346,0.9641,1.0091,1.2435,si,hombres
mujeres,2013,VIC_REL_AGR,AGR_TRABAJA,0.3049,0.9225,1.0439,1.5007,conviviente,si
mujeres,2013,VIC_REL_AGR,AGR_TRABAJA,0.3428,0.9326,1.0554,1.7261,esposos(as),si
mujeres,2013,VIC_ES_INDIGENA,AGR_TRABAJA,0.3193,0.9159,1.0362,1.3801,si,si
mujeres,2013,AGR_ES_INDIGENA,AGR_TRABAJA,0.3283,0.9171,1.038,1.4054,si,si
mujeres,2013,GANA_MAS_LA_VICTIMA,AGR_TRABAJA,0.7935,0.9145,1.0349,1.3607,no,si
mujeres,2013,AGR_TRABAJA,GANA_MAS_LA_VICTIMA,0.7935,0.8979,1.0349,1.2967,si,no
mujeres,2013,VIC_GRUPET,VIC_ALFAB,0.5255,0.8937,1.1171,1.8814,ladinos(as),alfabeta
mujeres,2013,VIC_ALFAB,VIC_GRUPET,0.5255,0.6569,1.1171,1.2007,alfabeta,ladinos(as)
mujeres,2013,CANTIDAD_HIJOS,VIC_ALFAB,0.3243,0.8429,1.053,1.2701,hijos medios,alfabeta
mujeres,2013,VIC_ALFAB,VIC_RANGO_EDAD,0.6864,0.8575,1.0381,1.2206,alfabeta,adulto joven
mujeres,2013,VIC_NIV_ESCOLARIDAD,VIC_ALFAB,0.415,1.0,1.2572,204560413.7283,primaria,alfabeta
mujeres,2013,VIC_ALFAB,DIF_ALFAB,0.749,0.9312,1.1247,2.5017,alfabeta,iguales
mujeres,2013,DIF_ALFAB,VIC_ALFAB,0.749,0.9046,1.1247,2.0519,iguales,alfabeta
mujeres,2013,VIC_ES_INDIGENA,VIC_ALFAB,0.5817,0.8937,1.1103,1.8348,no,alfabeta
mujeres,2013,VIC_ALFAB,VIC_ES_INDIGENA,0.5817,0.7226,1.1103,1.2587,alfabeta,no
mujeres,2013,VIC_ALFAB,AGR_ES_INDIGENA,0.5689,0.7095,1.1055,1.2331,alfabeta,no
mujeres,2013,AGR_ES_INDIGENA,VIC_ALFAB,0.5689,0.8865,1.1055,1.7455,no,alfabeta
mujeres,2013,VIC_ES_INDIGENA,VIC_DISC,0.3545,0.9932,1.0022,1.3224,si,sin discapacidad
mujeres,2013,AGR_ES_INDIGENA,VIC_DISC,0.3632,0.9939,1.0028,1.4528,si,sin discapacidad
mujeres,2013,VIC_REL_AGR,VIC_EST_CIV,0.362,0.9834,2.1505,32.6452,esposos(as),casados(as)
mujeres,2013,VIC_EST_CIV,VIC_REL_AGR,0.362,0.7917,2.1505,3.0332,casados(as),esposos(as)
mujeres,2013,VIC_GRUPET,VIC_ES_INDIGENA,0.6504,1.0,1.5375,349601490.5289,ladinos(as),no
mujeres,2013,VIC_ES_INDIGENA,VIC_GRUPET,0.6504,1.0,1.5375,349601490.5289,no,ladinos(as)
mujeres,2013,VIC_GRUPET,VIC_ES_INDIGENA,0.338,1.0,2.8604,650398509.4711,maya,si
mujeres,2013,VIC_ES_INDIGENA,VIC_GRUPET,0.338,0.9668,2.8604,19.9632,si,maya
mujeres,2013,VIC_GRUPET,AGR_ES_INDIGENA,0.6084,0.9455,1.4749,6.588,ladinos(as),no
mujeres,2013,AGR_ES_INDIGENA,VIC_GRUPET,0.6084,0.949,1.4749,6.9976,no,ladinos(as)
mujeres,2013,VIC_GRUPET,AGR_ES_INDIGENA,0.3118,0.9234,2.5728,8.3723,maya,si
mujeres,2013,AGR_ES_INDIGENA,VIC_GRUPET,0.3118,0.8687,2.5728,5.0439,si,maya
mujeres,2013,VIC_REL_AGR,VIC_NACIONAL,0.3646,0.9944,1.0024,1.4249,esposos(as),guatemalteca
mujeres,2013,VIC_TRABAJA,VIC_NACIONAL,0.6692,0.9938,1.0016,1.2569,no,guatemalteca
mujeres,2013,VIC_ES_INDIGENA,VIC_NACIONAL,0.3495,0.9991,1.0066,8.2787,si,guatemalteca
mujeres,2013,AGR_ES_INDIGENA,VIC_NACIONAL,0.3582,0.9975,1.0053,3.0842,si,guatemalteca
mujeres,2013,VIC_REL_AGR,DIF_ALFAB,0.3155,0.8573,1.0355,1.2061,esposos(as),iguales
mujeres,2013,VIC_REL_AGR,GANA_MAS_LA_VICTIMA,0.3005,0.9064,1.0398,1.3701,conviviente,no
mujeres,2013,VIC_NIV_ESCOLARIDAD,VIC_TRABAJA,0.3155,0.7594,1.13,1.363,primaria,no
mujeres,2013,AGR_NIV_ESCOLARIDAD,VIC_TRABAJA,0.3356,0.7336,1.0946,1.238,primaria,no
mujeres,2013,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,0.656,0.9758,1.1203,5.3215,no,no
mujeres,2013,GANA_MAS_LA_VICTIMA,VIC_TRABAJA,0.656,0.7532,1.1203,1.3277,no,no
mujeres,2013,CANTIDAD_HIJOS,VIC_RANGO_EDAD,0.3328,0.867,1.0498,1.3096,hijos medios,adulto joven
mujeres,2013,CANTIDAD_HIJOS,DIF_ALFAB,0.3344,0.8584,1.0368,1.215,hijos medios,iguales
mujeres,2013,QUIEN_ES_MAYOR,VIC_RANGO_EDAD,0.6092,0.8742,1.0577,1.3794,agresor,adulto joven
mujeres,2013,VIC_NIV_ESCOLARIDAD,DIF_ALFAB,0.3776,0.905,1.0951,1.8278,primaria,iguales
mujeres,2013,VIC_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.3827,0.9221,1.0591,1.6606,primaria,no
mujeres,2013,AGR_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.4127,0.9019,1.0397,1.3509,primaria,no
mujeres,2013,VIC_OTRAS_VICTIMAS,OTROS_AGRESORES,0.5671,0.9649,1.1018,3.5358,no,no
mujeres,2013,VIC_OTRAS_VICTIMAS,VIOLENCIA_SEXUAL,0.4212,0.9788,1.0093,1.4257,no,no presente
mujeres,2013,VIC_OTRAS_VICTIMAS,VIOLENCIA_PATRIMONIAL,0.3781,0.8787,1.0907,1.6021,no,no presente
mujeres,2013,VIOLENCIA_FISICA,VIOLENCIA_PSICOLOGICA,0.3563,0.9768,1.1113,5.2254,no presente,presente
mujeres,2013,VIOLENCIA_FISICA,VIOLENCIA_SEXUAL,0.3586,0.9831,1.0104,1.597,no presente,no presente
mujeres,2013,VIOLENCIA_PATRIMONIAL,VIOLENCIA_SEXUAL,0.8237,0.9779,1.0051,1.2231,no presente,no presente
mujeres,2013,VIC_ES_INDIGENA,DIF_ALFAB,0.5782,0.8843,1.0613,1.4416,no,iguales
mujeres,2013,AGR_ES_INDIGENA,DIF_ALFAB,0.5669,0.8788,1.0578,1.3964,no,iguales
mujeres,2013,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.6139,0.9455,1.4714,6.5604,no,no
mujeres,2013,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.6139,0.9553,1.4714,7.8491,no,no
mujeres,2013,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.322,0.9181,2.5688,7.8491,si,si
mujeres,2013,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.322,0.901,2.5688,6.5604,si,si
mujeres,2013,VIC_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.321,0.9181,1.0587,1.6216,si,no
mujeres,2013,AGR_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3282,0.9147,1.0539,1.5486,si,no
mujeres,2014,AGR_GRUPET,AGR_ALFAB,0.5262,0.9217,1.0687,1.7569,ladinos(as),alfabeta
mujeres,2014,AGR_ALFAB,AGR_SEXO,0.8289,0.9603,1.0084,1.2013,alfabeta,hombres
mujeres,2014,VIC_ALFAB,AGR_ALFAB,0.7522,0.9372,1.086,2.1809,alfabeta,alfabeta
mujeres,2014,AGR_ALFAB,VIC_ALFAB,0.7522,0.8716,1.086,1.5376,alfabeta,alfabeta
mujeres,2014,VIC_REL_AGR,AGR_ALFAB,0.3378,0.899,1.0416,1.3556,esposos(as),alfabeta
mujeres,2014,VIC_NIV_ESCOLARIDAD,AGR_ALFAB,0.3711,0.9148,1.0604,1.6118,primaria,alfabeta
mujeres,2014,AGR_NIV_ESCOLARIDAD,AGR_ALFAB,0.4448,1.0,1.1635,140518982.7524,primaria,alfabeta
mujeres,2014,DIF_ALFAB,AGR_ALFAB,0.7522,0.8968,1.0392,1.3273,iguales,alfabeta
mujeres,2014,AGR_ALFAB,DIF_ALFAB,0.7522,0.8716,1.0392,1.2559,alfabeta,iguales
mujeres,2014,VIC_ES_INDIGENA,AGR_ALFAB,0.5893,0.9212,1.0663,1.7277,no,alfabeta
mujeres,2014,AGR_ES_INDIGENA,AGR_ALFAB,0.5796,0.9217,1.0674,1.7434,no,alfabeta
mujeres,2014,AGR_EST_CIV,AGR_SEXO,0.5838,0.9631,1.0243,1.6181,casados(as),hombres
mujeres,2014,AGR_EST_CIV,AGR_TRABAJA,0.5449,0.8969,1.033,1.2778,casados(as),si
mujeres,2014,VIC_REL_AGR,AGR_EST_CIV,0.484,0.9983,1.6469,228.4653,esposos(as),casados(as)
mujeres,2014,AGR_EST_CIV,VIC_REL_AGR,0.484,0.7985,1.6469,2.5563,casados(as),esposos(as)
mujeres,2014,AGR_GRUPET,VIC_ALFAB,0.5063,0.8916,1.1158,1.8536,ladinos(as),alfabeta
mujeres,2014,AGR_GRUPET,VIOLENCIA_PSICOLOGICA,0.5136,0.9049,1.0244,1.2268,ladinos(as),presente
mujeres,2014,VIC_ES_INDIGENA,AGR_GRUPET,0.5905,0.9279,1.5012,5.2938,no,ladinos(as)
mujeres,2014,AGR_GRUPET,VIC_ES_INDIGENA,0.5905,0.9554,1.5012,8.1477,ladinos(as),no
mujeres,2014,VIC_ES_INDIGENA,AGR_GRUPET,0.3216,0.8844,2.4996,5.5893,si,maya
mujeres,2014,AGR_GRUPET,VIC_ES_INDIGENA,0.3216,0.9089,2.4996,6.985,maya,si
mujeres,2014,AGR_GRUPET,AGR_ES_INDIGENA,0.6268,1.0,1.5955,373242555.0758,ladinos(as),no
mujeres,2014,AGR_ES_INDIGENA,AGR_GRUPET,0.6268,1.0,1.5955,373242555.0758,no,ladinos(as)
mujeres,2014,AGR_GRUPET,AGR_ES_INDIGENA,0.3589,1.0,2.6792,626757444.9242,maya,si
mujeres,2014,AGR_ES_INDIGENA,AGR_GRUPET,0.3589,0.9616,2.6792,16.6907,si,maya
mujeres,2014,AGR_TRABAJA,AGR_NACIONAL,0.8696,0.9963,1.0011,1.2878,si,guatemalteca
mujeres,2014,VIC_REL_AGR,AGR_NACIONAL,0.3744,0.9977,1.0032,2.3839,esposos(as),guatemalteca
mujeres,2014,VIC_TRABAJA,AGR_NACIONAL,0.689,0.9957,1.0013,1.2886,no,guatemalteca
mujeres,2014,VIC_OTRAS_VICTIMAS,AGR_NACIONAL,0.4595,0.9967,1.0015,1.4599,no,guatemalteca
mujeres,2014,VIC_ES_INDIGENA,AGR_NACIONAL,0.3662,0.998,1.0035,2.7382,si,guatemalteca
mujeres,2014,AGR_ES_INDIGENA,AGR_NACIONAL,0.3771,0.998,1.0029,2.4413,si,guatemalteca
mujeres,2014,AGR_TRABAJA,AGR_SEXO,0.862,0.9875,1.0374,3.8506,si,hombres
mujeres,2014,AGR_SEXO,AGR_TRABAJA,0.862,0.9056,1.0374,1.3462,hombres,si
mujeres,2014,VIC_EST_CIV,AGR_SEXO,0.5847,0.9592,1.0211,1.4863,casados(as),hombres
mujeres,2014,VIC_REL_AGR,AGR_SEXO,0.3211,1.0,1.0501,47739065.9748,conviviente,hombres
mujeres,2014,VIC_REL_AGR,AGR_SEXO,0.3741,1.0,1.0501,47739065.9748,esposos(as),hombres
mujeres,2014,CANTIDAD_HIJOS,AGR_SEXO,0.3776,0.9611,1.0093,1.2282,hijos medios,hombres
mujeres,2014,OTROS_AGRESORES,AGR_SEXO,0.7969,0.955,1.0127,1.2673,no,hombres
mujeres,2014,VIOLENCIA_FISICA,AGR_SEXO,0.6077,0.9643,1.0127,1.3378,presente,hombres
mujeres,2014,QUIEN_ES_MAYOR,AGR_SEXO,0.6753,0.9612,1.0085,1.2093,agresor,hombres
mujeres,2014,VIC_REL_AGR,AGR_TRABAJA,0.3491,0.9266,1.0615,1.732,esposos(as),si
mujeres,2014,VIC_ES_INDIGENA,AGR_TRABAJA,0.329,0.9089,1.0416,1.3982,si,si
mujeres,2014,AGR_ES_INDIGENA,AGR_TRABAJA,0.3397,0.9108,1.0439,1.4293,si,si
mujeres,2014,GANA_MAS_LA_VICTIMA,AGR_TRABAJA,0.7899,0.9025,1.0338,1.303,no,si
mujeres,2014,AGR_TRABAJA,GANA_MAS_LA_VICTIMA,0.7899,0.9049,1.0338,1.3115,si,no
mujeres,2014,VIC_GRUPET,VIC_ALFAB,0.5205,0.8975,1.1222,1.9536,ladinos(as),alfabeta
mujeres,2014,VIC_ALFAB,VIC_GRUPET,0.5205,0.6508,1.1222,1.2029,alfabeta,ladinos(as)
mujeres,2014,VIC_ALFAB,VIC_RANGO_EDAD,0.6836,0.8548,1.0359,1.2038,alfabeta,adulto joven
mujeres,2014,VIC_NIV_ESCOLARIDAD,VIC_ALFAB,0.404,1.0,1.2569,204369202.6965,primaria,alfabeta
mujeres,2014,VIC_ALFAB,DIF_ALFAB,0.7522,0.9372,1.1173,2.5657,alfabeta,iguales
mujeres,2014,DIF_ALFAB,VIC_ALFAB,0.7522,0.8968,1.1173,1.9118,iguales,alfabeta
mujeres,2014,VIC_ES_INDIGENA,VIC_ALFAB,0.5727,0.8975,1.1187,1.9292,no,alfabeta
mujeres,2014,VIC_ALFAB,VIC_ES_INDIGENA,0.5727,0.7138,1.1187,1.2646,alfabeta,no
mujeres,2014,VIC_ALFAB,AGR_ES_INDIGENA,0.5592,0.6978,1.1127,1.2338,alfabeta,no
mujeres,2014,AGR_ES_INDIGENA,VIC_ALFAB,0.5592,0.8916,1.1127,1.8327,no,alfabeta
mujeres,2014,VIC_REL_AGR,VIC_EST_CIV,0.4908,0.9984,1.6379,245.2029,esposos(as),casados(as)
mujeres,2014,VIC_EST_CIV,VIC_REL_AGR,0.4908,0.8051,1.6379,2.6092,casados(as),esposos(as)
mujeres,2014,VIC_GRUPET,VIC_ES_INDIGENA,0.6374,1.0,1.5689,362624101.8046,ladinos(as),no
mujeres,2014,VIC_ES_INDIGENA,VIC_GRUPET,0.6374,1.0,1.5689,362624101.8046,no,ladinos(as)
mujeres,2014,VIC_GRUPET,VIC_ES_INDIGENA,0.3508,1.0,2.7577,637375898.1954,maya,si
mujeres,2014,VIC_ES_INDIGENA,VIC_GRUPET,0.3508,0.9675,2.7577,19.9612,si,maya
mujeres,2014,VIC_GRUPET,AGR_ES_INDIGENA,0.5931,0.9425,1.5037,6.4859,ladinos(as),no
mujeres,2014,AGR_ES_INDIGENA,VIC_GRUPET,0.5931,0.9464,1.5037,6.9128,no,ladinos(as)
mujeres,2014,VIC_GRUPET,AGR_ES_INDIGENA,0.3233,0.9256,2.4798,8.4254,maya,si
mujeres,2014,AGR_ES_INDIGENA,VIC_GRUPET,0.3233,0.8661,2.4798,4.8615,si,maya
mujeres,2014,VIC_REL_AGR,VIC_NACIONAL,0.3728,0.9956,1.0033,1.7472,esposos(as),guatemalteca
mujeres,2014,VIC_ES_INDIGENA,VIC_NACIONAL,0.3628,0.9989,1.0061,6.6923,si,guatemalteca
mujeres,2014,AGR_ES_INDIGENA,VIC_NACIONAL,0.3727,0.9966,1.0044,2.2766,si,guatemalteca
mujeres,2014,VIC_NIV_ESCOLARIDAD,VIC_TRABAJA,0.3143,0.7783,1.1262,1.3934,primaria,no
mujeres,2014,AGR_NIV_ESCOLARIDAD,VIC_TRABAJA,0.3325,0.7476,1.0848,1.2314,primaria,no
mujeres,2014,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,0.6754,0.978,1.1131,5.5205,no,no
mujeres,2014,GANA_MAS_LA_VICTIMA,VIC_TRABAJA,0.6754,0.7687,1.1131,1.3378,no,no
mujeres,2014,CANTIDAD_HIJOS,VIC_RANGO_EDAD,0.3373,0.8585,1.0406,1.237,hijos medios,adulto joven
mujeres,2014,QUIEN_ES_MAYOR,VIC_RANGO_EDAD,0.6154,0.8759,1.0608,1.4043,agresor,adulto joven
mujeres,2014,VIC_NIV_ESCOLARIDAD,DIF_ALFAB,0.3711,0.9148,1.0915,1.9004,primaria,iguales
mujeres,2014,VIC_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.3748,0.9277,1.0547,1.6659,primaria,no
mujeres,2014,AGR_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.403,0.9059,1.0333,1.3102,primaria,no
mujeres,2014,VIC_OTRAS_VICTIMAS,OTROS_AGRESORES,0.5644,0.963,1.1309,4.0128,no,no
mujeres,2014,OTROS_AGRESORES,VIC_OTRAS_VICTIMAS,0.5644,0.6628,1.1309,1.2275,no,no
mujeres,2014,VIOLENCIA_FISICA,OTROS_AGRESORES,0.3068,0.8716,1.0447,1.2904,no presente,no
mujeres,2014,VIOLENCIA_PATRIMONIAL,OTROS_AGRESORES,0.7083,0.8784,1.0528,1.3623,no presente,no
mujeres,2014,OTROS_AGRESORES,VIOLENCIA_PATRIMONIAL,0.7083,0.8489,1.0528,1.2816,no,no presente
mujeres,2014,AGR_ES_INDIGENA,OTROS_AGRESORES,0.5202,0.8598,1.0345,1.2044,no,no
mujeres,2014,VIC_OTRAS_VICTIMAS,VIOLENCIA_SEXUAL,0.4485,0.9798,1.009,1.4301,no,no presente
mujeres,2014,VIC_OTRAS_VICTIMAS,VIOLENCIA_PATRIMONIAL,0.4101,0.8959,1.1259,1.962,no,no presente
mujeres,2014,VIOLENCIA_FISICA,VIOLENCIA_PSICOLOGICA,0.3605,0.9746,1.1038,4.6096,no presente,presente
mujeres,2014,VIOLENCIA_FISICA,VIOLENCIA_SEXUAL,0.3637,0.9833,1.0086,1.5031,no presente,no presente
mujeres,2014,VIC_ES_INDIGENA,VIOLENCIA_PSICOLOGICA,0.5772,0.9056,1.0226,1.212,no,presente
mujeres,2014,AGR_ES_INDIGENA,VIOLENCIA_PSICOLOGICA,0.5671,0.9049,1.0221,1.2058,no,presente
mujeres,2014,VIOLENCIA_PATRIMONIAL,VIOLENCIA_SEXUAL,0.8218,0.9798,1.0051,1.2458,no presente,no presente
mujeres,2014,VIC_ES_INDIGENA,DIF_ALFAB,0.5697,0.8907,1.0586,1.4509,no,iguales
mujeres,2014,AGR_ES_INDIGENA,DIF_ALFAB,0.5574,0.8865,1.0537,1.3982,no,iguales
mujeres,2014,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.5997,0.9425,1.5015,6.4695,no,no
mujeres,2014,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.5997,0.9554,1.5015,8.1498,no,no
mujeres,2014,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.3357,0.923,2.479,8.1498,si,si
mujeres,2014,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.3357,0.9016,2.479,6.4695,si,si
mujeres,2014,VIC_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3348,0.9232,1.0537,1.6118,si,no
mujeres,2014,AGR_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3415,0.915,1.0448,1.4617,si,no
mujeres,2015,VIC_ALFAB,AGR_ALFAB,0.7709,0.9394,1.075,2.081,alfabeta,alfabeta
mujeres,2015,AGR_ALFAB,VIC_ALFAB,0.7709,0.8821,1.075,1.5217,alfabeta,alfabeta
mujeres,2015,VIC_REL_AGR,AGR_ALFAB,0.3278,0.8987,1.0287,1.2473,esposos(as),alfabeta
mujeres,2015,VIC_NIV_ESCOLARIDAD,AGR_ALFAB,0.3581,0.9095,1.0412,1.3979,primaria,alfabeta
mujeres,2015,AGR_NIV_ESCOLARIDAD,AGR_ALFAB,0.4222,1.0,1.1504,130699597.6755,primaria,alfabeta
mujeres,2015,DIF_ALFAB,AGR_ALFAB,0.7709,0.9099,1.0411,1.3989,iguales,alfabeta
mujeres,2015,AGR_ALFAB,DIF_ALFAB,0.7709,0.8821,1.0411,1.2957,alfabeta,iguales
mujeres,2015,VIC_ES_INDIGENA,AGR_ALFAB,0.5996,0.9279,1.0594,1.7209,no,alfabeta
mujeres,2015,AGR_ES_INDIGENA,AGR_ALFAB,0.5941,0.9283,1.0594,1.7256,no,alfabeta
mujeres,2015,AGR_EST_CIV,AGR_SEXO,0.5386,0.9621,1.0211,1.523,casados(as),hombres
mujeres,2015,AGR_EST_CIV,AGR_SEXO,0.3313,0.9727,1.0323,2.116,unidos(as),hombres
mujeres,2015,AGR_EST_CIV,AGR_TRABAJA,0.5042,0.9003,1.0318,1.2782,casados(as),si
mujeres,2015,VIC_EST_CIV,AGR_EST_CIV,0.5159,0.918,1.6382,5.3617,casados(as),casados(as)
mujeres,2015,AGR_EST_CIV,VIC_EST_CIV,0.5159,0.9206,1.6382,5.5169,casados(as),casados(as)
mujeres,2015,VIC_EST_CIV,AGR_EST_CIV,0.311,0.9184,2.7065,8.1008,unidos(as),unidos(as)
mujeres,2015,AGR_EST_CIV,VIC_EST_CIV,0.311,0.9166,2.7065,7.928,unidos(as),unidos(as)
mujeres,2015,VIC_REL_AGR,AGR_EST_CIV,0.4401,0.988,1.7648,36.707,esposos(as),casados(as)
mujeres,2015,AGR_EST_CIV,VIC_REL_AGR,0.4401,0.7861,1.7648,2.5927,casados(as),esposos(as)
mujeres,2015,AGR_GRUPET,VIC_ALFAB,0.512,0.9024,1.1033,1.8657,ladinos(as),alfabeta
mujeres,2015,VIC_ES_INDIGENA,AGR_GRUPET,0.5998,0.9308,1.4784,5.3549,no,ladinos(as)
mujeres,2015,AGR_GRUPET,VIC_ES_INDIGENA,0.5998,0.9526,1.4784,7.5006,ladinos(as),no
mujeres,2015,VIC_ES_INDIGENA,AGR_GRUPET,0.3105,0.8729,2.5419,5.1678,si,maya
mujeres,2015,AGR_GRUPET,VIC_ES_INDIGENA,0.3105,0.904,2.5419,6.714,maya,si
mujeres,2015,AGR_GRUPET,AGR_ES_INDIGENA,0.6399,1.0,1.5626,360054097.2521,ladinos(as),no
mujeres,2015,AGR_ES_INDIGENA,AGR_GRUPET,0.6399,1.0,1.5626,360054097.2521,no,ladinos(as)
mujeres,2015,AGR_GRUPET,AGR_ES_INDIGENA,0.3471,1.0,2.7774,639945902.7479,maya,si
mujeres,2015,AGR_ES_INDIGENA,AGR_GRUPET,0.3471,0.964,2.7774,18.1239,si,maya
mujeres,2015,VIC_REL_AGR,AGR_NACIONAL,0.3616,0.9965,1.0022,1.6407,esposos(as),guatemalteca
mujeres,2015,VIC_TRABAJA,AGR_NACIONAL,0.6778,0.9958,1.0015,1.3482,no,guatemalteca
mujeres,2015,AGR_ES_INDIGENA,AGR_NACIONAL,0.6392,0.9998,1.0011,6.7129,no,guatemalteca
mujeres,2015,AGR_TRABAJA,AGR_SEXO,0.8619,0.986,1.0376,3.5509,si,hombres
mujeres,2015,AGR_SEXO,AGR_TRABAJA,0.8619,0.907,1.0376,1.3532,hombres,si
mujeres,2015,VIC_EST_CIV,AGR_SEXO,0.5335,0.9543,1.0148,1.304,casados(as),hombres
mujeres,2015,VIC_EST_CIV,AGR_SEXO,0.3282,0.9701,1.0317,1.9962,unidos(as),hombres
mujeres,2015,VIC_REL_AGR,AGR_SEXO,0.3186,1.0,1.0524,49765558.3973,conviviente,hombres
mujeres,2015,VIC_REL_AGR,AGR_SEXO,0.3633,1.0,1.0524,49765558.3973,esposos(as),hombres
mujeres,2015,CANTIDAD_HIJOS,AGR_SEXO,0.3832,0.9619,1.0123,1.3054,hijos medios,hombres
mujeres,2015,OTROS_AGRESORES,AGR_SEXO,0.8317,0.954,1.013,1.2655,no,hombres
mujeres,2015,VIOLENCIA_FISICA,AGR_SEXO,0.5919,0.961,1.0113,1.2756,presente,hombres
mujeres,2015,QUIEN_ES_MAYOR,AGR_SEXO,0.6581,0.9607,1.0098,1.2375,agresor,hombres
mujeres,2015,VIC_REL_AGR,AGR_TRABAJA,0.339,0.93,1.0639,1.7986,esposos(as),si
mujeres,2015,VIC_ES_INDIGENA,AGR_TRABAJA,0.3201,0.8996,1.0283,1.2471,si,si
mujeres,2015,AGR_ES_INDIGENA,AGR_TRABAJA,0.3269,0.9036,1.0333,1.3022,si,si
mujeres,2015,GANA_MAS_LA_VICTIMA,AGR_TRABAJA,0.7941,0.9043,1.0345,1.3152,no,si
mujeres,2015,AGR_TRABAJA,GANA_MAS_LA_VICTIMA,0.7941,0.9084,1.0345,1.3308,si,no
mujeres,2015,VIC_REL_AGR,VIC_ALFAB,0.3093,0.85,1.0382,1.2084,esposos(as),alfabeta
mujeres,2015,VIC_NIV_ESCOLARIDAD,VIC_ALFAB,0.3938,1.0,1.2272,185164955.2108,primaria,alfabeta
mujeres,2015,VIOLENCIA_FISICA,VIC_ALFAB,0.3283,0.8543,1.0434,1.2441,no presente,alfabeta
mujeres,2015,VIC_ALFAB,DIF_ALFAB,0.7709,0.9394,1.1088,2.5208,alfabeta,iguales
mujeres,2015,DIF_ALFAB,VIC_ALFAB,0.7709,0.9099,1.1088,1.9901,iguales,alfabeta
mujeres,2015,VIC_ES_INDIGENA,VIC_ALFAB,0.5844,0.906,1.102,1.892,no,alfabeta
mujeres,2015,VIC_ALFAB,VIC_ES_INDIGENA,0.5844,0.7108,1.102,1.2274,alfabeta,no
mujeres,2015,VIC_ALFAB,AGR_ES_INDIGENA,0.5768,0.7019,1.0981,1.2103,alfabeta,no
mujeres,2015,AGR_ES_INDIGENA,VIC_ALFAB,0.5768,0.9024,1.0981,1.8255,no,alfabeta
mujeres,2015,VIC_REL_AGR,VIC_DISC,0.3171,0.9958,1.0023,1.5391,conviviente,sin discapacidad
mujeres,2015,VIC_REL_AGR,VIC_EST_CIV,0.4445,0.9868,1.765,33.342,esposos(as),casados(as)
mujeres,2015,VIC_EST_CIV,VIC_REL_AGR,0.4445,0.7951,1.765,2.6823,casados(as),esposos(as)
