,,,,
ESTADÍSTICAS DE VIOLENCIA INTRAFAMILIAR 2010,,,,
Valores de las variables,,,,
,,,,
Código,Descripción del código,Valor,Etiqueta,
,,7412,Hornero de confitería,
,,7412,Hornero de elaboración / galletas,
,,7412,Hornero de pan,
,,7412,Hornero de pasta / pastelería,
,,7412,Jarabero,
,,7412,Laminador chocolate,
,,7412,Melcochero,
,,7412,Mezclador de café,
,,7412,Mezclador de ingredientes elaboración / chocolate,
,,7412,Mezclador de te,
,,7412,Mezclador en confitería,
,,7412,Moldeador de elaboración / chocolate,
,,7412,"Molinero, cacao",
,,7412,Obrero en la fabricación de levadura,
,,7412,"Operario en la fabricación de, chicle",
,,7412,"Operario en la fabricación de, dulces, chicles y entremeses",
,,7412,"Operario en la fabricación de, galletas",
,,7412,"Operario en la fabricación de, levadura",
,,7412,"Operario en la fabricación de, pastas alimenticias",
,,7412,"Palmeador, chocolate",
,,7412,Panadero,
,,7412,Panadero pastelero,
,,7412,Panificador,
,,7412,Papalinero,
,,7412,Pastelero,
,,7412,"Prensador, de cacao fabricación / chocolate",
,,7412,"Preparador, pastas pastelerías",
,,7412,Refinador elaboración / chocolate,
,,7412,Repostero,
,,7412,Rosquillero,
,,7412,Tortillera (no venta),
,,7412,Turronero,
,,7413,Operarios de la elaboración de productos lácteos,
,,7413,"Batidor, helados",
,,7413,Heladero (fabricante),
,,7413,Mantequero,
,,7413,Mantequillero,
,,7413,"Operario, preparación/productos lácteos",
,,7413,Pasteurizador de leche,
,,7413,Quesero,
,,7414,"Operarios de la conservación de frutas, legumbres, verduras y afines",
,,7414,Almazarero,
,,7414,"Conservador, frutas y legumbres",
,,7414,"Conservero, frutas",
,,7414,"Conservero, legumbres y verduras",
,,7414,Enlatador (conservador de alimentos),
,,7414,Exprimidor zumos / frutas,
,,7414,Expulsador aceite,
,,7414,"Operario en la fabricación de, zumo de frutas",
,,7414,"Operario en la fabricación de, zumos de legumbres",
,,7414,"Operario, conservación / frutas",
,,7414,"Operario, conservación / legumbres",
,,7414,Vinagrero,
,,7415,Catadores y clasificadores de alimentos y bebidas,
,,7415,"Catador, alimentos",
,,7415,"Catador, café",
,,7415,"Catador, licores",
,,7415,"Catador, te",
,,7415,"Catador, vinos",
,,7415,"Catador, zumos",
,,7415,Clasificador de aceites comestibles,
,,7415,Clasificador de alimentos,
,,7415,Clasificador de fruta,
,,7415,Clasificador de legumbres,
,,7415,"Degustador, alimentos",
,,7416,Preparadores y elaboradores de tabaco y sus productos,
,,7416,"Abridor, capo y capillos / elaboración (cigarros)",
,,7416,"Abridor, capote / elaboración (cigarros)",
,,7416,"Acondicionador, tabaco",
,,7416,Aromatizador,
,,7416,Cigarrero,
,,7416,Cigarrero a mano o a máquina,
,,7416,Clasificador de cigarros,
,,7416,Clasificador de hojas de tabaco,
,,7416,Clasificador de tabaco,
,,7416,Descabezador de cigarros,
,,7416,Despalillador de tabaco a mano,
,,7416,Despalillador tabaco,
,,7416,Desvenador (cigarros),
,,7416,Desvenador tabaco,
,,7416,Embalador cigarros,
,,7416,Empacador cigarros,
,,7416,Enfriador tabaco,
,,7416,Enmielador (cigarros),
,,7416,Humectador tabaco,
,,7416,Laminador vena de tabaco,
,,7416,Ligador tabaco,
,,7416,Mezclador de tabaco,
,,7416,"Mojador, tabaco",
,,7416,"Operador, máquina hacer cigarros",
,,7416,"Operador, máquina picar tabaco",
,,7416,"Operario en la fabricación de, cigarrillos",
,,7416,"Operario, picado / tabaco",
,,7416,"Operario, secado / tabaco",
,,7416,Oreador tabaco,
,,7416,"Prensador, cigarros",
,,7416,"Prensador, tabaco de mascar",
,,7416,"Preparador, picadura de tabaco/pipa",
,,7416,"Preparador, rape",
,,7416,Purero,
,,7416,Refrescador tabaco,
,,7416,Rezagador capa / cigarros,
,,7416,Rezagador fermentación / tabaco,
,,7416,"Secador, rape",
,,7416,"Tendedor, tabaco",
,,7416,"Torcedor, tabaco",
,,7416,"Torrefactor, tabaco",
,,7421,Operarios del tratamiento de la madera,
,,7421,Clasificador de madera,
,,7421,Impregnador de madera,
,,7421,"Operario, tratamiento de la madera",
,,7421,"Operario, tratamiento de la madera / incisiones",
,,7421,"Secador, madera",
,,7422,Ebanistas y afines,
,,7422,"Acabador, muebles / madera",
,,7422,"Barnizador, muebles / madera",
,,7422,Barrilero,
,,7422,Carretero,
,,7422,"Carretero, carretas / madera",
,,7422,"Carrocero, carretas / madera",
,,7422,"Carrocero, carrocerías / madera",
,,7422,"Carrocero, vehículos / madera",
,,7422,"Chapeador, muebles / madera",
,,7422,Confeccionador de marcos / cuadros,
,,7422,Confeccionador de toneles,
,,7422,Confeccionador de zuecos (calzado de madera),
,,7422,Confeccionador montador artículos de madera / deportes,
,,7422,Constructor de ataúdes,
,,7422,Constructor de escaleras de mano / madera,
,,7422,Constructor de toneles,
,,7422,"Curvador, madera",
,,7422,Ebanista,
,,7422,Ebanista de cajas / relojes de péndulo,
,,7422,Ebanista de estuches / instrumento de música,
,,7422,Ebanista de marquetería,
,,7422,Ebanista de mesas de billar,
,,7422,Ebanista de pianos,
,,7422,Maquetista madera,
,,7422,Modelista madera,
,,7422,Mueblista,
,,7422,"Operario, escultura / madera",
,,7422,Papelero a mano / cubas,
,,7422,Pipero (hace pipas de madera),
,,7422,Sillero,
,,7422,"Tallador, madera",
,,7422,"Tallista, madera",
,,7422,"Tintorero, muebles / madera",
,,7422,Tonelero (fabricante de toneles de madera),
,,7422,"Trazador, ebanistería",
,,7422,"Trazador, labra / madera",
,,7423,Reguladores y reguladores-operadores de máquinas de labrar madera,
,,7423,Aserrador de madera,
,,7423,Aserrador de sierra de bastidor,
,,7423,Aserrador de sierra de cinta,
,,7423,Aserrador de sierra de precisión,
,,7423,Aserrador de sierra mecánica / precisión,
,,7423,Ensamblador espigadora / labra (madera),
,,7423,Operario de aserradero n. E.,
,,7423,Operario de beneficio de arroz,
,,7423,"Operario, cepilladora",
,,7423,"Operario, ensamblador / espigas",
,,7423,"Operario, ensambladora / cola de milano",
,,7423,"Operario, lijado / madera",
,,7423,"Regulador, máquina labra / madera",
,,7423,"Regulador-operador torno, automático / labra madera",
,,7423,"Regulador-operador torno, madera",
,,7423,"Regulador-operador, cepilladora/labra (madera)",
,,7423,"Regulador-operador, ensambladora / labra (madera)",
,,7423,"Regulador-operador, ensamblaje a espiga / labra (madera)",
,,7423,"Regulador-operador, fresadora / labra (madera)",
,,7423,"Regulador-operador, máquina / labra madera",
,,7423,"Regulador-operador, molduradora / labra madera",
,,7423,"Regulador-operador, ranuradora / labra madera",
,,7423,"Regulador-operador, sierra caladora",
,,7423,"Regulador-operador, sierra mecánica / precisión",
,,7423,"Regulador-operador, taladradora / labra madera",
,,7423,"Tornero, madera",
,,7423,Trompero (hace trompos de madera),
,,7424,"Cesteros, bruceros y afines",
,,7424,Brucero,
,,7424,"Canastero, fabricante",
,,7424,Cestero,
,,7424,"Cestero, muebles / mimbres",
,,7424,Confeccionador de brochas,
,,7424,Confeccionador de calzado / rafia,
,,7424,Confeccionador de juguetes / madera,
,,7424,Confeccionador de muebles / caña,
,,7424,Confeccionador de muebles / junco,
,,7424,Confeccionador montador muebles de caña o mimbre,
,,7424,Escobero (fabricante de escobas de palma o raíz),
,,7424,"Guacalero (fabricante de guacales de morro, madera y otros)",
,,7424,Mimbrero,
,,7424,Petatero,
,,7424,"Procesador, maguey",
,,7424,Sombrerero (hace sombreros de palma),
,,7424,"Tejedor, alfombras, esteras, etc. (de paja)",
,,7424,"Tejedor, capazos / junco o esparto",
,,7424,"Tejedor, cestas",
,,7424,"Tejedor, de palma y productos vegetales y similares",
,,7424,"Tejedor, serás y serones",
,,7424,"Tejedor, sibaque",
,,7424,"Trenzador, cestos",
,,7424,"Trenzador, lazo",
,,7424,"Trenzador, objetos de paja",
,,7424,"Trenzador, sarrias",
,,7431,Preparadores de fibras,
,,7431,"Abridor, fibras textiles",
,,7431,"Aderezador, seda",
,,7431,"Alimentador, cardas",
,,7431,"Batidor, fibras textiles",
,,7431,Batuarero,
,,7431,"Canalero, fibras textiles",
,,7431,"Cañonera, hilados y tejidos",
,,7431,Cardador,
,,7431,"Cardador, fibras textiles",
,,7431,"Cardador, hilados y tejidos",
,,7431,"Cardista, telas",
,,7431,"Cargador, fibras textiles",
,,7431,Clasificador de fibras textiles,
,,7431,Conero,
,,7431,Desfibrador lino o yute,
,,7431,Deshilador,
,,7431,Desmontador fibras textiles,
,,7431,Despepitador algodón,
,,7431,Despitadora,
,,7431,Despitadora en camisería,
,,7431,Desvanador,
,,7431,Diablero,
,,7431,Emborrador lana,
,,7431,Enconador,
,,7431,Enmadejador,
,,7431,Escogedor fibras textiles,
,,7431,Espadador,
,,7431,Estirador fibras textiles,
,,7431,Henchidor (hilados),
,,7431,Lavado de fibras de lana,
,,7431,Lavado de hilados,
,,7431,Lavado de lana,
,,7431,Mezclador de fibras textiles,
,,7431,Motoso repasador de seda,
,,7431,Napador fibras textiles,
,,7431,"Peinador, fibras textiles",
,,7431,"Plegador, hilos",
,,7431,"Plegador, tela",
,,7431,"Preparador, lavador fibras textiles",
,,7431,Rastrillador de lino,
,,7431,"Torcedor, fibras textiles",
,,7431,"Torcedor, telas",
,,7431,Urdidor (tejedor),
,,7432,Tejedores con telares o de tejidos de punto y afines,
,,7432,Artesano de tejedor / telar,
,,7432,Atarrayero (hace atarrayas para pescar),
,,7432,Calcetinero,
,,7432,Camisera tejidos de punto,
,,7432,Corniladora (hilados y tejidos),
,,7432,Desborrador bobinas textiles,
,,7432,Ganchillero a mano,
,,7432,Hilador,
,,7432,Hilandero,
,,7432,Hilandero hilo e hilaza,
,,7432,Jarciero,
,,7432,Mallero,
,,7432,Montador de redes de seguridad,
,,7432,"Operario, colocación / suelos",
,,7432,"Pasador, hilos de urdimbre",
,,7432,Pasamanero,
,,7432,Redero,
,,7432,"Regulador, telar / jacquard",
,,7432,"Regulador, telar / telas",
,,7432,"Remendador, tejidos",
,,7432,"Tejedor, a mano tejidos de punto",
,,7432,"Tejedor, a máquina",
,,7432,"Tejedor, a máquina tejidos de punto",
,,7432,"Tejedor, alfombras / telar manual",
,,7432,"Tejedor, alfombras de hilo",
,,7432,"Tejedor, ponchos",
,,7432,"Tejedor, punto",
,,7432,"Tejedor, redes",
,,7432,"Tejedor, redes de pesca / a mano",
,,7432,"Tejedor, tapicería",
,,7432,"Tejedor, tapicería / telar manual",
,,7432,"Tejedor, telar",
,,7432,"Tejedor, telas",
,,7432,"Verificador, telar",
,,7433,"Sastres, modistos y sombreros",
,,7433,"Aprendiz, sastre",
,,7433,Botonero (pega botones),
,,7433,Camisero,
,,7433,Chalequero,
,,7433,Confeccionador de batas,
,,7433,Confeccionador lencero,
,,7433,Corsetero,
,,7433,Guardaropero cine,
,,7433,Guardaropero teatro,
,,7433,Maestro de aguja y mesa,
,,7433,Maquilador (maquila),
,,7433,Modista,
,,7433,"Modista, teatro",
,,7433,Modisto,
,,7433,Ojaleador,
,,7433,Pantalonero,
,,7433,"Perforador, ropa",
,,7433,"Pespuntador, ropa",
,,7433,Probador trajes a medida,
,,7433,Probador vestidos a medida,
,,7433,Saquero,
,,7433,Sastre,
,,7433,"Sastre, confección en serie",
,,7433,"Sastre, medida",
,,7433,"Sastre, teatro",
,,7433,Sombrerero (hace sombreros de tela),
,,7433,Zurcidor,
,,7434,Peleteros y afines,
,,7434,"Clavador, pieles",
,,7434,"Combinador, pieles",
,,7434,Cortador de pieles,
,,7434,"Escogedor, combinador pieles",
,,7434,Modelista-patronista peletería,
,,7434,"Patronista, peletería",
,,7434,Peletero,
,,7435,"Patronistas y cortadores de tela, cuero y afines",
,,7435,Copista dibujos / cartones jacquard,
,,7435,Cortador de colchas y colchones,
,,7435,Cortador de guantes,
,,7435,Cortador de paraguas,
,,7435,Cortador de prendas de cuero y piel,
,,7435,Cortador de prendas de vestir,
,,7435,Cortador de sastrería,
,,7435,Cortador de telas de tapicería,
,,7435,Cortador de velámenes,
,,7435,"Cortador tiendas, campaña",
,,7435,"Patronista, guantes",
,,7435,"Patronista, lencería",
,,7435,"Patronista, paraguas",
,,7435,"Patronista, patronista",
,,7435,"Patronista, pieles",
,,7435,"Patronista, prendas de vestir",
,,7435,"Patronista, sombreros y gorros",
,,7435,"Patronista, tapicero",
,,7435,"Patronista, tiendas de campaña",
,,7435,"Patronista, velámenes",
,,7435,"Regulador, máquina de tejer",
,,7435,"Trazador, prendas de vestir",
,,7435,"Trazador, ropa de lencería",
,,7436,"Costureros, borbadores y afines",
,,7436,Bordador,
,,7436,Bordador a mano,
,,7436,Confeccionador de alfombras de nudo / a mano,
,,7436,Confeccionador de carpas,
,,7436,Confeccionador de flores artificiales,
,,7436,Confeccionador de juguetes y muñecos blandos,
,,7436,Confeccionador de muñecos y juguetes de tela,
,,7436,Confeccionador de tiendas de campaña,
,,7436,Confeccionador de toldos de tela,
,,7436,Confeccionador de velámenes,
,,7436,Cosedor,
,,7436,Cosedor de colchas y colchones,
,,7436,Cosedor de gorros,
,,7436,Cosedor de prendas de cuero y piel,
,,7436,Cosedor de prendas de peleteria a mano,
,,7436,Cosedor de prendas de vestir,
,,7436,Cosedor de ropa,
,,7436,Cosedor de telas de tapicería,
,,7436,Cosedor de tiendas de campaña,
,,7436,Cosedor de velas y carpas,
,,7436,Costurera,
,,7436,Costurero,
,,7436,"Cuellero, camisería",
,,7436,"Fabricante, paraguas",
,,7436,"Operario, confección / paracaídas",
,,7436,"Operario, confección / paraguas",
,,7436,"Operario, costura",
,,7436,"Operario, velería",
,,7436,Paragüero,
,,7437,"Tapiceros, colchoneros y afines",
,,7437,Ayudante de tapicero,
,,7437,Colchonero,
,,7437,Confeccionador de colchas y colchones,
,,7437,Confeccionador de edredones,
,,7437,Confeccionador de ropa de cama,
,,7437,Confeccionador de tapicería,
,,7437,"Operario, colchonería",
,,7437,"Tapicero, aviones",
,,7437,"Tapicero, muebles",
,,7437,"Tapicero, vagones de ferrocarril",
,,7437,"Tapicero, vehículos",
,,7441,"Apelambradores, pellejeros y curtidores",
,,7441,"Administrador de adobador, cueros",
,,7441,"Alisador, pieles",
,,7441,Blanqueador (tintorero),
,,7441,Clasificador de cueros y pellejos,
,,7441,Clasificador de pieles,
,,7441,Curtidor,
,,7441,"Curtidor, pieles",
,,7441,"Depilador, pieles",
,,7441,Descarnador cueros,
,,7441,Escogedor pieles,
,,7441,Estirador cuero,
,,7441,Estirador pieles,
,,7441,Hendedor cueros,
,,7441,Igualador pelo y pieles,
,,7441,Igualador pieles,
,,7441,Lavado de cueros,
,,7441,"Pelador, cueros y pellejos",
,,7441,Pelambrero,
,,7441,Pellejero curtidor,
,,7441,Rasurador pieles,
,,7441,Rebanador cueros,
,,7441,Sobador de pieles,
,,7441,"Suavizador, pieles",
,,7441,Teñidor,
,,7441,"Teñidor, aspersion",
,,7441,"Teñidor, cuero",
,,7441,"Teñidor, pieles de peletería",
,,7441,Tintorero,
,,7441,"Tintorero, cuero",
,,7441,"Tintorero, cuero / aspersión",
,,7441,"Tintorero, hilos",
,,7441,"Tintorero, limpieza de ropa",
,,7441,"Tintorero, pieles",
,,7441,"Tintorero, pieles / aspersión",
,,7441,"Tintorero, ropa",
,,7441,"Tintorero, tejidos",
,,7442,Zapateros y afines,
,,7442,"Acabador, calzado",
,,7442,Alistador,
,,7442,"Armador, calzado",
,,7442,Caitero,
,,7442,Carterero,
,,7442,Clasificador de suelas / zapatos,
,,7442,Confeccionador de arneses de collera / caballos,
,,7442,Confeccionador de fustas,
,,7442,Confeccionador de sillas de montar y arneses,
,,7442,Confeccionador de talabartería,
,,7442,Confeccionador de zapatos / rafia,
,,7442,Cortador de cuero,
,,7442,Cortador de empeines,
,,7442,Cortador de palas de calzado,
,,7442,Cortador de ribetes (zapatos),
,,7442,Cortador de suelas,
,,7442,Cosedor de zapatos,
,,7442,Ensuelador lijador,
,,7442,"Fabricante, valijas de cuero",
,,7442,Guarnicionero (fabricante productos de cuero),
,,7442,"Hormador, zapatos",
,,7442,Hormero armador de calzado,
,,7442,Lijador (zapatos),
,,7442,Lijador cantos de calzado,
,,7442,Marroquinero,
,,7442,Montador de cuero,
,,7442,Montador de suelas,
,,7442,Montador de zapatos,
,,7442,"Patronista, calzado",
,,7442,"Pegador, palas de calzado",
,,7442,"Pegador, plantillas de zapatos",
,,7442,"Pespuntador, zapatos",
,,7442,"Pespunteador, suelas",
,,7442,"Plantillador, zapatos",
,,7442,"Preparador, montador palas de calzado",
,,7442,"Preparador, palas de calzado",
,,7442,"Preparador, suelas de calzado",
,,7442,Raspador palas de zapatos,
,,7442,Rebajador acabado del calzado,
,,7442,"Rematador, calzado",
,,7442,"Remendón, calzado",
,,7442,Repujador cueros,
,,7442,Separador suelas de zapato,
,,7442,"Taconero, cuero",
,,7442,Talabartero,
,,7442,"Teñidor, calzado",
,,7442,"Troquelador, cueros",
,,7442,Valijero,
,,7442,Zapatero,
,,7442,"Zapatero, calzado a la medida",
,,7442,"Zapatero, calzado de deporte",
,,7442,"Zapatero, calzado ortopédico",
,,7442,"Zapatero, ortopedista",
,,7442,"Zapatero, remendón",
,,8111,Operadores de instalaciones mineras,
,,8111,"Obrero en explotación, minas",
,,8111,"Operador, máquina arranque continuo / minas",
,,8111,"Operador, máquina aserrador / piedra",
,,8111,"Operador, máquina cortadora minas",
,,8111,"Operador, máquina perforadora canteras",
,,8111,"Operador, máquina perforadora minas",
,,8111,"Operador, máquina rozadora / minas",
,,8112,Operadores de instalaciones de procesamiento de minerales y rocas,
,,8112,"Apurador, lavador mineral",
,,8112,Cribador carbón,
,,8112,Cribador minerales,
,,8112,Escogedor minerales,
,,8112,Estirador minerales,
,,8112,Lavado de minerales,
,,8112,Machacador minerales,
,,8112,"Molinero, mineral",
,,8112,"Operador, instalaciones de depuración / plata",
,,8112,"Operador, instalaciones de precipitación / minas",
,,8112,"Operador, instalaciones de precipitación / oro",
,,8112,"Operador, instalaciones de precipitación / plata",
,,8112,"Operador, máquina aserradora / minas",
,,8112,"Operador, máquina cianurizacion / metales",
,,8112,"Operador, máquina cribas hidráulicas",
,,8112,"Operador, máquina granuladora / mineral de hierro",
,,8112,"Operador, máquina labra / piedra",
,,8112,"Operador, máquina labra / pizarra",
,,8112,"Operador, máquina molino de bolsas / mineral",
,,8112,"Operador, máquina ono de separación / minas",
,,8112,"Operador, máquina prensa de pellets / mineral",
,,8112,"Operador, máquina pulverizadora",
,,8112,"Operador, máquina pulverizadora / tratamientos químicos y similares",
,,8112,"Operador, máquina quebrantadora carbón",
,,8112,"Operador, máquina quebrantadora giratoria",
,,8112,"Operador, máquina quebrantadora mineral",
,,8112,"Operador, máquina quebrantadora piedra",
,,8112,"Operador, máquina quebrantadora roca",
,,8112,"Operador, máquina tamizadora / minerales",
,,8112,"Operador, máquina tratamiento minerales / magnetismo",
,,8112,"Operador, máquina trituradora mineral",
,,8112,"Operario, flotación / cobre",
,,8112,"Operario, flotación / minerales",
,,8112,"Operario, flotación / molibdeno",
,,8112,"Prensador, briquetas de carbón",
,,8112,"Triturador, minerales",
,,8113,Perforadores y sondistas de pozos y afines,
,,8113,"Operador, máquina extracción / pozos de petróleo y gas",
,,8113,"Operador, perforadora/percusión (pozos de petróleo y gas)",
,,8113,"Operador, tren de sondeo / pozos de petróleo y gas",
,,8113,"Operador, tren de sondeo / rotación (pozos de petróleo y gas)",
,,8113,"Perforador, pozos de petróleo y gas",
,,8113,"Sondista, pozos",
,,8113,"Sondista, pozos de agua",
,,8113,"Sondista, pozos de petróleo y gas",
,,8113,"Sondista, perforador pozos",
,,8121,Operadores de hornos de minerales y de hornos de primera fusión de metales,
,,8121,Cargador de alto horno,
,,8121,"Operador, convertidor de acero",
,,8121,"Operador, convertidor de acero procedimiento a oxigeno ",
,,8121,"Operador, convertidor de acero procedimiento bessemer",
,,8121,"Operador, convertidor de metales no ferrosos",
,,8121,"Operador, convertidor de thomas / acero",
,,8121,"Operador, horno de afino / acero",
,,8121,"Operador, horno de afino / horno eléctrico de arco (acero)",
,,8121,"Operador, horno de afino / horno martin siemens (acero)",
,,8121,"Operador, horno de afino / metales no ferrosos",
,,8121,"Operador, horno de primera fusión / metales",
,,8121,"Operador, horno de primera fusión / metales (alto horno)",
,,8121,"Operador, horno de pudelar",
,,8122,"Operadores de hornos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación",
,,8122,"Operador de prensa, metal",
,,8122,"Operador, cuchara de colada",
,,8122,"Operador, horno de segunda fusión crisol metales",
,,8122,"Operador, horno de segunda fusión horno de arco eléctrico metales",
,,8122,"Operador, horno de segunda fusión horno martin siemens metales",
,,8122,"Operador, horno de segunda fusión metales",
,,8122,"Operador, horno de segunda fusión recalentamiento metales",
,,8122,"Operador, horno de segunda fusión reverbero metales",
,,8122,"Operador, laminadora de acero en caliente",
,,8122,"Operador, laminadora de acero en frio",
,,8122,"Operador, laminadora de acero / tren continuo",
,,8122,"Operador, laminadora de metales",
,,8122,"Operador, laminadora de metales no ferrosos",
,,8122,"Operador, laminadora de tubos sin soldadura",
,,8122,"Operador, máquina centrifugadora de colada / productos cilíndricos",
,,8122,"Operador, máquina colada continua / tubos (metales no ferrosos)",
,,8122,"Operador, máquina colada continua / varillas (metales no ferrosos)",
,,8122,"Operador, máquina colar a presión / metales ferrosos",
,,8122,"Operador, máquina moldedora metales",
,,8122,"Operador, tren de laminación",
,,8123,Operadores de instalaciones de tratamiento térmico de metales,
,,8123,Normalizador metales,
,,8123,"Operador, equipo carbonatación / metales",
,,8123,"Operador, horno de carbocementacion / metales",
,,8123,"Operador, horno de cementación / metales",
,,8123,"Operador, horno de recocido / metales",
,,8123,"Operador, horno de templado / metales",
,,8123,"Operador, horno de tratamiento térmico / metales",
,,8123,"Operador, instalaciones de tratamiento térmico / metales",
,,8123,"Operador, máquina mezcladora caliente / metales",
,,8123,Recocedor,
,,8123,"Templador, revenido de metales",
,,8124,Operadores de máquinas trefiladoras y estiradoras de metales,
,,8124,"Operador de prensa, extrusora/metales",
,,8124,"Operador, máquina estiradora caños sin soldadura",
,,8124,"Operador, máquina estiradora metales",
,,8124,"Operador, máquina estiradora tubos sin soldadura",
,,8124,"Operador, máquina extrusora / metales",
,,8124,"Operador, máquina trefiladora / alambre",
,,8131,Operadores de hornos de vidriería y cerámica y operadores de máquinas afines,
,,8131,Fundidor-vidriero,
,,8131,Hornero de cerámica,
,,8131,Hornero de ladrillos,
,,8131,Hornero de loza,
,,8131,Hornero de porcelana,
,,8131,Hornero de tejas,
,,8131,Moldeador de crisoles,
,,8131,"Operador de prensa, estampar / vidrio",
,,8131,"Operador de prensa, moldear / vidrio",
,,8131,"Operador, horno de baldosas",
,,8131,"Operador, horno de briquetas",
,,8131,"Operador, horno de cerámica y porcelana",
,,8131,"Operador, horno de fabricación de vidrio",
,,8131,"Operador, horno de fundición / vidrio",
,,8131,"Operador, horno de ladrillos y tejas",
,,8131,"Operador, horno de loza abizcochalada / loza y porcelana",
,,8131,"Operador, horno de loza y porcelana",
,,8131,"Operador, horno de recocido / vidrio",
,,8131,"Operador, horno de secado / loza y porcelana",
,,8131,"Operador, horno de secado de tejas",
,,8131,"Operador, horno de segunda fusión vidriar / tejas",
,,8131,"Operador, horno de tejas y ladrillos",
,,8131,"Operador, horno de temple / vidrio",
,,8131,"Operador, instalaciones de arenado / vidrio",
,,8131,"Operador, máquina cortar / vidrio",
,,8131,"Operador, máquina curvadora/vidrio",
,,8131,"Operador, máquina de grabado al acido / vidrio",
,,8131,"Operador, máquina de grabado chorro de arena (cerámica)",
,,8131,"Operador, máquina de grabado vidrio",
,,8131,"Operador, máquina esmaltado / por inmersión",
,,8131,"Operador, máquina estiradora tubos de vidrio",
,,8131,"Operador, máquina estiradora varillas de vidrio",
,,8131,"Operador, máquina estiradora vidrio plano",
,,8131,"Operador, máquina fabricación artículos de vidrio",
,,8131,"Operador, máquina fabricación botellas",
,,8131,"Operador, máquina fabricación cerámica",
,,8131,"Operador, máquina fabricación de loza y porcelana",
,,8131,"Operador, máquina fabricación vidrio",
,,8131,"Operador, máquina laminadora / lunas (vidrio)",
,,8131,"Operador, máquina perforadora cerámica",
,,8131,"Operador, máquina perforadora vidrio",
,,8131,"Operador, máquina pintura decorativa / cerámica",
,,8131,"Operador, máquina pintura decorativa / vidrio",
,,8131,"Operador, máquina pulidora cerámica",
,,8131,"Operador, máquina pulidora vidrio óptico",
,,8131,"Operador, máquina pulidora vidrio plano",
,,8131,"Operador, máquina rebanadora / vidrio",
,,8131,"Operador, máquina sopladora / vidrio",
,,8131,"Operador, máquina templado / vidrio",
,,8131,"Operador, metálico / flotación (vidrio)",
,,8131,"Operador, túnel de recocido / vidrio",
,,8131,"Pulidor, cristales",
,,8131,"Templador, vidrio",
,,8139,"Operadores de instalaciones de vidriería, cerámica y afines, no clasificados bajo otros epígrafes",
,,8139,"Operador de prensa, moldeado / cerámica",
,,8139,"Operador de prensa, moldeado / loza y porcelana",
,,8139,"Operador, horno de frita de esmalte",
,,8139,"Operador, máquina mezcladora materiales abrasivos",
,,8139,"Operador, máquina mezcladora materiales arcilla",
,,8139,"Operador, máquina mezcladora materiales barbotin",
,,8139,"Operador, máquina mezcladora materiales frita de esmalte",
,,8139,"Operador, máquina mezcladora materiales vidrio",
,,8139,"Operador, máquina moldedora extrusión (pasta de arcilla)",
,,8139,"Operador, máquina para preparación de esmaltes",
,,8139,"Operador, máquina producción fibra de vidrio",
,,8139,"Operador, máquina trituradora arcilla",
,,8139,"Operador, máquina trituradora esmalte",
,,8139,"Operador, máquina trituradora pasta de arcilla",
,,8141,Operadores de instalaciones de procesamiento de la madera,
,,8141,Aserrador de cantos,
,,8141,Aserrador de operario de aserradero,
,,8141,"Operador de prensa, contrachapado/madera",
,,8141,"Operador, contrachapadera",
,,8141,"Operador, instalaciones de aserradero",
,,8141,"Operador, instalaciones de trabajo de la madera",
,,8141,"Operador, máquina cepilladora / madera",
,,8141,"Operador, máquina cortadora chapas de madera (contrachapado)",
,,8141,"Operador, máquina descortezadora / madera",
,,8141,"Operador, máquina fresadora / madera",
,,8141,"Operador, máquina impregnadora / madera",
,,8141,"Operador, máquina intercaladora, encoladora/contrachapado",
,,8141,"Operador, máquina perforadora madera",
,,8141,"Operador, máquina secadora / madera",
,,8141,"Operador, sierra de cinta / aserradero madera",
,,8141,"Operador, sierra de cinta / duelas de barril",
,,8141,"Operador, sierra de cinta / madera",
,,8141,"Operador, sierra madera",
,,8142,Operadores de instalaciones para la preparación de pasta para papel,
,,8142,"Operador, instalaciones de fabricación / pasta para papel",
,,8142,"Operador, máquina astilladora de madera / preparación de pasta para papel",
,,8142,"Operador, máquina batidora / pasta para papel",
,,8142,"Operador, máquina blanqueadora / pasta para papel",
,,8142,"Operador, máquina desfibradora / preparación de pasta de papel",
,,8142,"Operador, máquina lejiadora / pasta para papel",
,,8142,"Operador, máquina molino / pasta para papel",
,,8142,"Operador, máquina tamizadora / pasta para papel",
,,8142,"Operador, máquina trituradora madera / pasta para papel",
,,8142,"Operadora, máquina refinación pasta para papel",
,,8143,Operadores de instalaciones para la fabricación de papel,
,,8143,Cartonero a máquina,
,,8143,"Operador de prensa, fabricación / cartón",
,,8143,"Operador, instalaciones de fabricación papel / cartón",
,,8143,"Operador, máquina aprestadora / papel",
,,8143,"Operador, máquina calandria satinadora / papel",
,,8143,"Operador, máquina fabricación cartón",
,,8143,"Operador, máquina fabricación de papel (fase húmeda)",
,,8143,"Operador, máquina fabricación de papel (fase seca)",
,,8143,"Operador, máquina glaseado / papel",
,,8143,"Operador, máquina instalaciones fabricación / papel",
,,8143,"Operador, máquina instalaciones incineración / residuos",
,,8143,"Operador, máquina secado y terminación de papel",
